country,fulfill via,shipment mode,scheduled delivery date,delivered to client date,vendor,dosage form,manufacturing site,line item value,weight (kilograms),delivered late
Guyana,Direct Drop,Air,2011-11-30,2011-11-30,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Oral solution,ABBVIE (Abbott) Logis. UK,4192.2,99,False
South Africa,Direct Drop,Truck,2014-08-27,2014-08-27,S. BUYS WHOLESALER,Oral solution,"Aurobindo Unit III, India",932.3,Weight Captured Separately,False
Uganda,Direct Drop,Air,2014-03-04,2014-03-04,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Oral solution,ABBVIE (Abbott) Logis. UK,5794.16,221,False
Nigeria,Direct Drop,Air,2014-08-19,2014-08-27,"Orgenics, Ltd",Test kit,"Alere Medical Co., Ltd.",564260.0,2571,True
Uganda,Direct Drop,Air,2010-03-09,2010-03-09,EMCURE PHARMACEUTICALS LTD,Capsule,"Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",10018.56,40,False
Vietnam,Direct Drop,Air,2012-05-16,2012-05-16,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Tablet - FDC,Mylan (formerly Matrix) Nashik,597727.2,See ASN-14517 (ID#:44737),False
South Africa,Direct Drop,Truck,2014-06-25,2014-06-25,PHARMACY DIRECT,Oral solution,ABBVIE (Abbott) Logis. UK,44.13,Weight Captured Separately,False
Ghana,Direct Drop,Air,2014-07-17,2014-07-17,STRIDES ARCOLAB LIMITED,Tablet,"Strides, Bangalore, India.",152214.04,3077,False
Burundi,Direct Drop,Air,2012-06-05,2012-06-05,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",Test kit,"KHB Test Kit Facility, Shanghai China",563.5,21,False
Ghana,Direct Drop,Air,2015-04-10,2015-04-10,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Chewable/dispersible tablet - FDC,"Mylan,  H-12 & H-13, India",21933.78,1976,False
Zambia,Direct Drop,Air,2012-03-05,2012-03-05,Aurobindo Pharma Limited,Tablet - FDC,"Aurobindo Unit III, India",735000.0,9389,False
Dominican Republic,Direct Drop,Air,2011-10-07,2011-10-07,"Orgenics, Ltd",Test kit,Inverness Japan,92000.0,399,False
South Africa,Direct Drop,Truck,2015-03-09,2015-03-09,PHARMACY DIRECT,Oral solution,"Aurobindo Unit III, India",20.67,Weight Captured Separately,False
Nigeria,Direct Drop,Air,2015-06-30,2015-06-26,"Orgenics, Ltd",Test kit,"Alere Medical Co., Ltd.",414473.0,2307,False
South Africa,Direct Drop,Truck,2015-05-12,2015-05-12,PHARMACY DIRECT,Capsule,"BMS Evansville, US",143.1,Weight Captured Separately,False
South Africa,Direct Drop,Truck,2013-04-16,2013-04-16,S. BUYS WHOLESALER,Oral solution,GSK Mississauga (Canada),2074.51,Weight Captured Separately,False
Vietnam,Direct Drop,Air,2010-03-17,2010-03-17,Aurobindo Pharma Limited,Capsule,"Aurobindo Unit III, India",35687.4,4762,False
South Africa,Direct Drop,Air,2010-08-24,2010-09-20,Aurobindo Pharma Limited,Tablet,"Aurobindo Unit III, India",85288.83,1810,True
Haiti,Direct Drop,Ocean,2013-07-25,2013-07-25,HETERO LABS LIMITED,Tablet - FDC,Hetero Unit III Hyderabad IN,247088.16,4278,False
Cameroon,Direct Drop,Air,2013-11-07,2013-11-07,Aurobindo Pharma Limited,Tablet - FDC,"Aurobindo Unit VII, IN",150780.9,3234,False
South Africa,Direct Drop,Truck,2015-07-24,2015-07-24,PHARMACY DIRECT,Tablet,"Aurobindo Unit III, India",126.22,Weight Captured Separately,False
Côte d'Ivoire,Direct Drop,Air,2010-03-05,2010-03-05,Aurobindo Pharma Limited,Tablet - FDC,"Aurobindo Unit III, India",29950.5,154780,False
Rwanda,Direct Drop,Air,2012-06-29,2012-06-29,Aurobindo Pharma Limited,Delayed-release capsules,"Aurobindo Unit III, India",29340.0,114,False
Kenya,Direct Drop,Air,2011-02-10,2011-02-10,"Orgenics, Ltd",Test kit,Inverness Japan,89.0,1370,False
Haiti,Direct Drop,Ocean,2013-09-02,2013-09-02,Aurobindo Pharma Limited,Tablet - FDC,"Aurobindo Unit III, India",6407.8,See ASN-19819 (ID#:13739),False
Rwanda,Direct Drop,Air,2014-04-04,2014-04-04,MICRO LABS LIMITED,Capsule,"Micro labs, Verna, Goa, India",1755.6,45,False
Tanzania,Direct Drop,Air,2011-06-27,2011-06-27,"Standard Diagnostics, Inc.",Test kit,"Standard Diagnostics, Korea",200000.0,3334,False
Zambia,Direct Drop,Air,2013-06-05,2013-06-06,"Orgenics, Ltd",Test kit,"Alere Medical Co., Ltd.",232800.0,2910,True
South Africa,Direct Drop,Truck,2010-05-31,2010-05-31,S. BUYS WHOLESALER,Chewable/dispersible tablet,"BMS Meymac, France",164.62,Weight Captured Separately,False
Côte d'Ivoire,Direct Drop,Air,2013-06-04,2013-06-04,"Orgenics, Ltd",Test kit,"Alere Medical Co., Ltd.",235600.0,1280,False
South Africa,Direct Drop,Truck,2014-08-29,2014-08-29,S. BUYS WHOLESALER,Oral solution,"Aurobindo Unit III, India",3650.16,Weight Captured Separately,False
Nigeria,Direct Drop,Air,2014-01-24,2014-01-24,"Trinity Biotech, Plc",Test kit,"Trinity Biotech, Plc",1018944.0,9312,False
Tanzania,Direct Drop,Air,2011-10-05,2011-10-05,"Trinity Biotech, Plc",Test kit,"Trinity Biotech, Plc",14400.0,149,False
Kenya,Direct Drop,Air,2011-02-10,2011-02-10,"Orgenics, Ltd",Test kit,Inverness Japan,253561.0,783,False
Mali,Direct Drop,Air,2014-03-19,2014-03-19,"Orgenics, Ltd",Test kit,"Alere Medical Co., Ltd.",34480.0,186,False
South Africa,Direct Drop,Ocean,2010-12-08,2010-12-08,Aurobindo Pharma Limited,Tablet,"Aurobindo Unit III, India",565458.19,3894,False
Guyana,Direct Drop,Air,2012-06-18,2012-06-18,"Orgenics, Ltd",Test kit,"Alere Medical Co., Ltd.",30000.0,137,False
Zambia,Direct Drop,Air,2012-08-16,2012-08-16,"Trinity Biotech, Plc",Test kit,"Trinity Biotech, Plc",232960.0,2391,False
South Africa,Direct Drop,Truck,2010-06-04,2010-06-04,S. BUYS WHOLESALER,Capsule,"BMS Meymac, France",1213.75,Weight Captured Separately,False
Tanzania,Direct Drop,Air,2012-12-07,2012-12-07,"Orgenics, Ltd",Test kit,"Alere Medical Co., Ltd.",219520.0,1303,False
Tanzania,Direct Drop,Air,2013-11-21,2013-11-21,Aurobindo Pharma Limited,Tablet,"Aurobindo Unit III, India",216600.0,1909,False
Nigeria,Direct Drop,Air,2013-11-07,2013-11-08,"Orgenics, Ltd",Test kit,"Alere Medical Co., Ltd.",270382.0,1234,True
Ethiopia,Direct Drop,Air,2012-04-25,2012-04-25,"Trinity Biotech, Plc",Test kit,"Trinity Biotech, Plc",5280.0,138,False
Haiti,Direct Drop,Ocean,2013-09-02,2013-09-02,Aurobindo Pharma Limited,Oral solution,"Aurobindo Unit III, India",2762.76,See ASN-19819 (ID#:13739),False
South Africa,Direct Drop,Ocean,2012-01-04,2012-01-04,Aurobindo Pharma Limited,Tablet,"Aurobindo Unit III, India",91894.15,590,False
Uganda,Direct Drop,Air,2012-02-14,2012-02-14,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),Tablet,"MSD, Haarlem, NL",21136.5,23,False
South Africa,Direct Drop,Truck,2010-05-14,2010-05-14,S. BUYS WHOLESALER,Oral solution,GSK Mississauga (Canada),656.64,Weight Captured Separately,False
Côte d'Ivoire,Direct Drop,Air,2014-04-16,2014-04-16,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Oral solution,ABBVIE (Abbott) Logis. UK,18492.0,554,False
South Africa,Direct Drop,Ocean,2011-12-07,2011-12-07,CIPLA LIMITED,Oral solution,"Cipla, Goa, India",20517.6,3670,False
South Africa,Direct Drop,Truck,2009-10-19,2009-10-19,S. BUYS WHOLESALER,Delayed-release capsules - blister,"BMS Meymac, France",3996.98,Weight Captured Separately,False
Côte d'Ivoire,Direct Drop,Air,2014-10-07,2014-10-07,"Orgenics, Ltd",Test kit,"Alere Medical Co., Ltd.",117600.0,595,False
South Africa,Direct Drop,Truck,2009-12-29,2009-12-29,S. BUYS WHOLESALER,Oral solution,GSK Mississauga (Canada),866.06,Weight Captured Separately,False
Vietnam,Direct Drop,Air,2015-03-10,2015-03-10,HETERO LABS LIMITED,Tablet,Hetero Unit III Hyderabad IN,10080.0,606,False
Zambia,Direct Drop,Air,2011-12-20,2011-12-20,"Orgenics, Ltd",Test kit,"Alere Medical Co., Ltd.",230720.0,1374,False
Guyana,Direct Drop,Air,2010-10-06,2010-10-06,"Trinity Biotech, Plc",Test kit,"Trinity Biotech, Plc",53952.0,564,False
South Africa,Direct Drop,Truck,2013-04-16,2013-04-16,S. BUYS WHOLESALER,Capsule,"Aurobindo Unit III, India",13007.18,Weight Captured Separately,False
Ethiopia,Direct Drop,Ocean,2011-09-21,2011-09-21,Aurobindo Pharma Limited,Tablet,"Aurobindo Unit III, India",460420.8,3476,False
"Congo, DRC",Direct Drop,Air,2015-07-02,2015-07-02,"Trinity Biotech, Plc",Test kit,"Trinity Biotech, Plc",1280.0,See ASN-31750 (ID#:19272),False
South Sudan,Direct Drop,Air,2015-07-02,2015-07-07,"Orgenics, Ltd",Test kit - Ancillary,"Alere Medical Co., Ltd.",75.0,Weight Captured Separately,True
South Africa,Direct Drop,Truck,2014-01-13,2014-01-13,S. BUYS WHOLESALER,Oral solution,"Aurobindo Unit III, India",10825.73,Weight Captured Separately,False
South Africa,Direct Drop,Truck,2014-11-28,2014-11-28,PHARMACY DIRECT,Tablet - FDC,"Aurobindo Unit III, India",240.14,Weight Captured Separately,False
Lesotho,Direct Drop,Air,2014-05-07,2014-05-07,"Trinity Biotech, Plc",Test kit,"Trinity Biotech, Plc",80000.0,Weight Captured Separately,False
South Africa,Direct Drop,Truck,2013-04-16,2013-04-16,S. BUYS WHOLESALER,Oral solution,GSK Mississauga (Canada),7811.75,Weight Captured Separately,False
South Sudan,Direct Drop,Air,2014-01-24,2014-01-24,"Orgenics, Ltd",Test kit,"Alere Medical Co., Ltd.",31150.0,See ASN-22749 (ID#:45723),False
Nigeria,Direct Drop,Air,2012-12-12,2012-12-12,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Tablet,Mylan (formerly Matrix) Nashik,853357.5,5059,False
Zambia,Direct Drop,Ocean,2014-02-25,2014-02-25,Aurobindo Pharma Limited,Tablet - FDC,"Aurobindo Unit VII, IN",916317.2,8725,False
Haiti,Direct Drop,Air,2012-10-04,2012-10-04,Aurobindo Pharma Limited,Delayed-release capsules,"Aurobindo Unit III, India",960.0,4,False
Vietnam,Direct Drop,Air,2010-08-02,2010-08-02,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Capsule,ABBVIE (Abbott) Logis. UK,6137.6,57,False
South Africa,Direct Drop,Truck,2014-02-06,2014-02-06,S. BUYS WHOLESALER,Tablet,"Aurobindo Unit III, India",6070.54,Weight Captured Separately,False
Vietnam,Direct Drop,Air,2015-03-31,2015-03-31,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Tablet,ABBVIE Ludwigshafen Germany,547200.0,2235,False
South Africa,Direct Drop,Air,2010-06-01,2010-06-04,Aurobindo Pharma Limited,Tablet,"Aurobindo Unit III, India",252180.0,4568,True
Vietnam,Direct Drop,Air,2009-10-01,2009-10-01,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Tablet,ABBVIE Ludwigshafen Germany,115080.0,209,False
Vietnam,Direct Drop,Air,2012-06-20,2012-06-20,LAWRENCE LABORATORIES (SUBSIDIARY OF BRISTOL MYERS SQUIBB),Chewable/dispersible tablet,Bristol-Myers Squibb Anagni IT,2100.0,81,False
Namibia,Direct Drop,Air,2014-09-29,2014-09-29,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Tablet - FDC,"Mylan,  H-12 & H-13, India",378000.0,4171,False
South Africa,Direct Drop,Truck,2013-04-16,2013-04-16,S. BUYS WHOLESALER,Tablet,"Aurobindo Unit III, India",1337.93,Weight Captured Separately,False
South Africa,Direct Drop,Air,2011-02-09,2011-03-17,ASPEN PHARMACARE,Oral solution,GSK Mississauga (Canada),120240.0,Weight Captured Separately,True
Guyana,Direct Drop,Air,2012-10-19,2012-10-19,Aurobindo Pharma Limited,Tablet,"Aurobindo Unit III, India",22896.0,243,False
Tanzania,Direct Drop,Air,2011-06-27,2011-06-27,LAWRENCE LABORATORIES (SUBSIDIARY OF BRISTOL MYERS SQUIBB),Delayed-release capsules - blister,Bristol-Myers Squibb Anagni IT,18273.24,See ASN-10811 (ID#:17259),False
Haiti,Direct Drop,Air,2010-12-21,2010-12-21,"Orgenics, Ltd",Test kit,Inverness Japan,244200.0,568,False
Côte d'Ivoire,Direct Drop,Air,2015-05-20,2015-05-20,"Orgenics, Ltd",Test kit,"Alere Medical Co., Ltd.",460000.0,3374,False
South Africa,Direct Drop,Ocean,2011-02-01,2011-02-01,Aurobindo Pharma Limited,Tablet,"Aurobindo Unit III, India",144694.33,2808,False
Mozambique,Direct Drop,Air,2012-12-24,2012-12-24,"Trinity Biotech, Plc",Test kit,"Trinity Biotech, Plc",736.0,8,False
South Africa,Direct Drop,Truck,2014-08-27,2014-08-27,S. BUYS WHOLESALER,Tablet - FDC,"Aurobindo Unit III, India",472.13,Weight Captured Separately,False
Tanzania,Direct Drop,Air,2012-12-31,2012-12-31,"Orgenics, Ltd",Test kit,"Alere Medical Co., Ltd.",125440.0,678,False
South Africa,Direct Drop,Truck,2015-08-24,2015-08-24,PHARMACY DIRECT,Capsule,"Aurobindo Unit III, India",857.74,Weight Captured Separately,False
South Africa,Direct Drop,Air,2010-10-13,2010-10-13,CIPLA LIMITED,Tablet,"Cipla, Goa, India",567403.56,4942,False
Rwanda,Direct Drop,Air,2012-03-30,2012-03-30,Aurobindo Pharma Limited,Delayed-release capsules,"Aurobindo Unit III, India",9802.0,See ASN-14125 (ID#:22658),False
Mozambique,Direct Drop,Air,2013-03-20,2013-03-20,"Orgenics, Ltd",Test kit,"Alere Medical Co., Ltd.",234240.0,1325,False
Nigeria,Direct Drop,Air,2015-08-05,2015-08-05,EMCURE PHARMACEUTICALS LTD,Tablet,"Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",205920.0,Weight Captured Separately,False
Mozambique,Direct Drop,Air,2014-05-02,2014-05-30,"Orgenics, Ltd",Test kit,"Alere Medical Co., Ltd.",408160.0,3543,True
Tanzania,Direct Drop,Air,2014-07-15,2014-07-15,"Orgenics, Ltd",Test kit,"Alere Medical Co., Ltd.",28000.0,144,False
South Africa,Direct Drop,Truck,2009-12-28,2009-12-28,S. BUYS WHOLESALER,Tablet,GSK Cape Town Factory (South Africa),19098.79,Weight Captured Separately,False
South Africa,Direct Drop,Truck,2014-12-10,2014-12-10,S. BUYS WHOLESALER,Capsule,"Aurobindo Unit III, India",1608.43,Weight Captured Separately,False
Nigeria,Direct Drop,Air,2010-05-21,2010-05-21,Hoffmann-La Roche ltd Basel,Capsule,Roche Basel,1062.3,6,False
Vietnam,Direct Drop,Air,2014-06-06,2014-06-06,Aurobindo Pharma Limited,Tablet,"Aurobindo Unit III, India",14850.0,657,False
South Africa,Direct Drop,Air,2010-06-09,2010-06-09,Aurobindo Pharma Limited,Tablet,"Aurobindo Unit III, India",112128.0,4528,False
Kenya,Direct Drop,Air,2010-09-20,2010-09-20,"Trinity Biotech, Plc",Test kit,"Trinity Biotech, Plc",48480.0,518,False
South Africa,Direct Drop,Truck,2013-04-16,2013-04-16,S. BUYS WHOLESALER,Tablet,GSK Ware (UK),7656.67,Weight Captured Separately,False
Côte d'Ivoire,Direct Drop,Air,2012-03-09,2012-03-09,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Tablet - FDC,Mylan (formerly Matrix) Nashik,58240.0,316,False
Malawi,Direct Drop,Air,2013-10-30,2013-10-30,"Orgenics, Ltd",Test kit,"Alere Medical Co., Ltd.",20800.0,109,False
Uganda,Direct Drop,Air,2014-01-22,2014-01-22,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Tablet - FDC,Mylan (formerly Matrix) Nashik,110820.35,805,False
South Africa,Direct Drop,Air,2010-06-11,2010-06-11,Aurobindo Pharma Limited,Tablet,"Aurobindo Unit III, India",169813.6,3230,False
Kenya,Direct Drop,Air,2013-02-28,2013-02-28,"Orgenics, Ltd",Test kit,"Alere Medical Co., Ltd.",661715.0,1479,False
Nigeria,Direct Drop,Air,2013-12-23,2013-12-10,"Orgenics, Ltd",Test kit,"Alere Medical Co., Ltd.",532487.0,2425,False
Vietnam,Direct Drop,Air,2013-09-03,2013-09-03,Aurobindo Pharma Limited,Tablet,"Aurobindo Unit III, India",9000.0,See ASN-20555 (ID#:25809),False
South Africa,Direct Drop,Truck,2013-04-16,2013-04-16,S. BUYS WHOLESALER,Capsule,"Aurobindo Unit III, India",398.4,Weight Captured Separately,False
Zimbabwe,Direct Drop,Air,2011-11-21,2011-11-21,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Tablet,ABBVIE Ludwigshafen Germany,43368.75,665,False
South Africa,Direct Drop,Truck,2014-01-13,2014-01-13,S. BUYS WHOLESALER,Tablet,ABBVIE Ludwigshafen Germany,3075.65,Weight Captured Separately,False
Haiti,Direct Drop,Air,2009-10-07,2009-10-07,Orasure Technologies Inc.,Test kit,"Pacific Biotech, Thailand",70000.0,480,False
Nigeria,Direct Drop,Air,2015-07-07,2015-07-07,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Tablet,ABBVIE Ludwigshafen Germany,17166.6,Weight Captured Separately,False
Rwanda,Direct Drop,Air,2015-02-18,2015-02-18,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",Test kit,"KHB Test Kit Facility, Shanghai China",100425.5,2733,False
South Africa,Direct Drop,Truck,2015-05-12,2015-05-12,PHARMACY DIRECT,Capsule,"Aurobindo Unit III, India",6.49,Weight Captured Separately,False
Rwanda,Direct Drop,Air,2012-08-16,2012-08-16,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Tablet - FDC,Mylan (formerly Matrix) Nashik,683543.76,10818,False
Vietnam,Direct Drop,Air,2012-11-15,2012-11-15,CIPLA LIMITED,Tablet,"Cipla, Goa, India",9735.0,96,False
Nigeria,Direct Drop,Air,2013-01-09,2013-01-08,"Orgenics, Ltd",Test kit,"Alere Medical Co., Ltd.",244216.0,1186,False
South Africa,Direct Drop,Truck,2015-08-24,2015-08-24,PHARMACY DIRECT,Delayed-release capsules,"Aurobindo Unit III, India",71.03,Weight Captured Separately,False
Ethiopia,Direct Drop,Air,2010-05-21,2010-05-21,Aurobindo Pharma Limited,Delayed-release capsules,"Aurobindo Unit III, India",39000.0,201,False
South Africa,Direct Drop,Truck,2010-05-12,2010-05-12,S. BUYS WHOLESALER,Oral suspension,Boehringer Ingelheim Roxane US,310.55,Weight Captured Separately,False
South Africa,Direct Drop,Truck,2010-05-31,2010-05-31,S. BUYS WHOLESALER,Tablet,"Cipla, Goa, India",10244.69,Weight Captured Separately,False
Vietnam,Direct Drop,Air,2014-10-07,2014-10-07,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Tablet,ABBVIE Ludwigshafen Germany,2326.0,Weight Captured Separately,False
South Africa,Direct Drop,Truck,2014-02-07,2014-02-07,S. BUYS WHOLESALER,Tablet - FDC,"Cipla, Goa, India",120.98,Weight Captured Separately,False
Kenya,Direct Drop,Air,2010-11-12,2010-11-12,"Orgenics, Ltd",Test kit,Inverness Japan,89.0,1233,False
Côte d'Ivoire,Direct Drop,Ocean,2012-03-23,2012-03-23,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Tablet,ABBVIE Ludwigshafen Germany,444424.4,Weight Captured Separately,False
Tanzania,Direct Drop,Air,2013-11-21,2013-11-21,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Tablet,ABBVIE Ludwigshafen Germany,16251.84,328,False
Nigeria,Direct Drop,Air,2011-10-12,2011-10-12,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Test kit,Chembio Diagnostics Sys. Inc.,37729.0,376,False
South Africa,Direct Drop,Truck,2015-02-19,2015-02-19,PHARMACY DIRECT,Tablet - FDC,"Aurobindo Unit III, India",93.57,Weight Captured Separately,False
Tanzania,Direct Drop,Ocean,2013-10-23,2013-10-23,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Tablet - FDC,Mylan (formerly Matrix) Nashik,2047473.21,21675,False
Uganda,Direct Drop,Air,2012-12-14,2012-12-14,ASPEN PHARMACARE,Tablet,"Aspen-OSD, Port Elizabeth, SA",20779.2,See ASN-17430 (ID#:24384),False
Côte d'Ivoire,Direct Drop,Air,2010-10-27,2010-10-27,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),Tablet - FDC,"MSD, Haarlem, NL",100800.0,269,False
Uganda,Direct Drop,Air,2012-07-23,2012-07-18,Aurobindo Pharma Limited,Tablet,"Aurobindo Unit III, India",184902.2,4668,False
Rwanda,Direct Drop,Air,2011-01-11,2011-01-11,HETERO LABS LIMITED,Tablet,Hetero Unit III Hyderabad IN,9067.02,Weight Captured Separately,False
Guyana,Direct Drop,Air,2013-07-01,2013-07-01,Aurobindo Pharma Limited,Capsule,"Aurobindo Unit III, India",13.0,1,False
Ethiopia,Direct Drop,Air,2015-06-24,2015-06-24,"Trinity Biotech, Plc",Test kit,"Trinity Biotech, Plc",5440.0,58,False
Nigeria,Direct Drop,Air,2013-11-07,2013-11-07,"Orgenics, Ltd",Test kit,"Alere Medical Co., Ltd.",271717.0,1240,False
South Africa,Direct Drop,Truck,2014-12-10,2014-12-10,S. BUYS WHOLESALER,Delayed-release capsules,"Aurobindo Unit III, India",54.01,Weight Captured Separately,False
Rwanda,Direct Drop,Ocean,2012-08-27,2012-08-27,CIPLA LIMITED,Oral solution,"Cipla, Goa, India",13720.0,2995,False
Nigeria,Direct Drop,Air,2015-04-30,2015-04-30,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Test kit,Chembio Diagnostics Sys. Inc.,51840.0,Weight Captured Separately,False
South Africa,Direct Drop,Truck,2014-08-29,2014-08-29,S. BUYS WHOLESALER,Capsule,"Aurobindo Unit III, India",328.31,Weight Captured Separately,False
South Sudan,Direct Drop,Air,2015-05-08,2015-05-08,"Trinity Biotech, Plc",Test kit,"Trinity Biotech, Plc",14400.0,See ASN-31129 (ID#:40205),False
Zambia,Direct Drop,Air,2010-01-28,2010-01-28,"Orgenics, Ltd",Test kit,Inverness Japan,131040.0,See ASN-5853 (ID#:24427),False
South Africa,Direct Drop,Truck,2009-10-29,2009-10-29,S. BUYS WHOLESALER,Tablet,"Aurobindo Unit III, India",41783.61,Weight Captured Separately,False
Uganda,Direct Drop,Air,2010-05-04,2010-05-04,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Tablet,ABBVIE Ludwigshafen Germany,3616.0,36,False
Tanzania,Direct Drop,Air,2012-02-09,2012-02-09,"Trinity Biotech, Plc",Test kit,"Trinity Biotech, Plc",14400.0,148,False
Pakistan,Direct Drop,Air,2012-07-20,2012-07-20,"Orgenics, Ltd",Test kit,"Alere Medical Co., Ltd.",358720.0,2134,False
South Africa,Direct Drop,Truck,2015-05-12,2015-05-12,PHARMACY DIRECT,Tablet,"Aurobindo Unit III, India",256.48,Weight Captured Separately,False
South Africa,Direct Drop,Air,2010-09-07,2010-11-17,Aurobindo Pharma Limited,Tablet,"Aurobindo Unit III, India",147945.6,2970,True
Vietnam,Direct Drop,Air,2012-05-16,2012-05-16,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Tablet,Mylan (formerly Matrix) Nashik,4784.0,See ASN-14517 (ID#:44737),False
South Africa,Direct Drop,Air,2010-12-08,2010-12-08,Aurobindo Pharma Limited,Tablet,"Aurobindo Unit III, India",77088.0,3113,False
Vietnam,Direct Drop,Air,2010-09-20,2010-09-20,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Tablet,Mylan (formerly Matrix) Nashik,1574.0,10,False
Vietnam,Direct Drop,Air,2015-09-07,2015-09-07,HETERO LABS LIMITED,Tablet - FDC,Hetero Unit III Hyderabad IN,145198.0,See ASN-33143 (ID#:42190),False
South Africa,Direct Drop,Air,2010-09-07,2010-10-27,Aurobindo Pharma Limited,Tablet,"Aurobindo Unit III, India",147945.6,2970,True
South Africa,Direct Drop,Air,2010-06-01,2010-06-08,Aurobindo Pharma Limited,Tablet,"Aurobindo Unit III, India",251787.72,4561,True
Vietnam,Direct Drop,Air,2011-02-25,2011-02-25,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Capsule,ABBVIE (Abbott) Logis. UK,3717.18,55,False
Tanzania,Direct Drop,Air,2013-11-21,2013-11-21,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Oral solution,ABBVIE (Abbott) Logis. UK,8136.48,257,False
Rwanda,Direct Drop,Air,2015-02-18,2015-02-18,"Trinity Biotech, Plc",Test kit,"Trinity Biotech, Plc",11808.0,115,False
Côte d'Ivoire,Direct Drop,Air,2009-12-18,2009-12-18,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),Tablet - FDC,"MSD, Haarlem, NL",268128.0,464,False
Ethiopia,Direct Drop,Air,2012-08-29,2012-08-29,"Trinity Biotech, Plc",Test kit,"Trinity Biotech, Plc",864.0,10,False
Tanzania,Direct Drop,Air,2012-05-08,2012-05-08,"Orgenics, Ltd",Test kit,"Alere Medical Co., Ltd.",229600.0,1368,False
Ethiopia,Direct Drop,Air,2012-03-14,2012-03-14,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",Test kit,"KHB Test Kit Facility, Shanghai China",4287.5,1,False
South Africa,Direct Drop,Ocean,2011-04-04,2011-04-04,Aurobindo Pharma Limited,Oral suspension,"Aurobindo Unit III, India",59169.2,10346,False
South Africa,Direct Drop,Truck,2014-06-25,2014-06-25,PHARMACY DIRECT,Delayed-release capsules,"Aurobindo Unit III, India",157.41,Weight Captured Separately,False
Vietnam,Direct Drop,Air,2015-02-05,2015-02-05,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Tablet - FDC,Mylan (formerly Matrix) Nashik,64900.0,See ASN-29768 (ID#:13555),False
Tanzania,Direct Drop,Air,2012-12-07,2012-11-30,"Orgenics, Ltd",Test kit,"Alere Medical Co., Ltd.",219520.0,1303,False
Haiti,Direct Drop,Air,2012-08-07,2012-08-07,STRIDES ARCOLAB LIMITED,Tablet - FDC,"Strides, Bangalore, India.",1121.28,20,False
Vietnam,Direct Drop,Air,2015-09-03,2015-09-03,HETERO LABS LIMITED,Tablet - FDC,Hetero Unit III Hyderabad IN,147744.0,See ASN-33266 (ID#:44615),False
Mozambique,Direct Drop,Air,2013-11-04,2013-11-04,"Orgenics, Ltd",Test kit,"Alere Medical Co., Ltd.",51600.0,267,False
South Africa,Direct Drop,Truck,2015-03-09,2015-03-09,PHARMACY DIRECT,Delayed-release capsules,"Aurobindo Unit III, India",85.31,Weight Captured Separately,False
Mozambique,Direct Drop,Air,2015-01-20,2015-01-20,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),Tablet,"MSD, Haarlem, NL",2220.0,Weight Captured Separately,False
