country,fulfill via,shipment mode,scheduled delivery date,delivered to client date,vendor,dosage form,manufacturing site,line item value,weight (kilograms),delivered late
Nigeria,Direct Drop,Air,2008-09-19,2008-06-20,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Test kit,Chembio Diagnostics Sys. Inc.,197127.0,2093,False
Benin,Direct Drop,Air,2008-03-10,2008-03-10,"Orgenics, Ltd",Test kit - Ancillary,Inverness Japan,14.36,Weight Captured Separately,False
Benin,Direct Drop,Air,2008-03-10,2008-03-04,"Orgenics, Ltd",Test kit,Inverness Japan,103377.64,327,False
Zambia,Direct Drop,Air,2008-04-22,2008-04-22,"Orgenics, Ltd",Test kit - Ancillary,Inverness Japan,20.0,Weight Captured Separately,False
Côte d'Ivoire,Direct Drop,Air,2009-03-19,2009-03-19,"Standard Diagnostics, Inc.",Test kit,"Standard Diagnostics, Korea",13180.0,206,False
Lesotho,Direct Drop,Air,2008-07-14,2008-07-14,Orasure Technologies Inc.,Test kit,"Pacific Biotech, Thailand",2450.0,17,False
Botswana,Direct Drop,Air,2008-06-23,2008-06-04,"Orgenics, Ltd",Test kit,Inverness Japan,14398.0,46,False
Nigeria,Direct Drop,Air,2008-05-08,2008-04-07,"Orgenics, Ltd",Test kit - Ancillary,Inverness Japan,2.85,Weight Captured Separately,False
Uganda,Direct Drop,Air,2008-05-22,2008-05-22,"Orgenics, Ltd",Test kit - Ancillary,Inverness Japan,8.5,56,False
Uganda,Direct Drop,Air,2008-06-02,2008-06-02,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Test kit,Chembio Diagnostics Sys. Inc.,34425.0,483,False
Uganda,Direct Drop,Air,2008-06-02,2008-06-02,"Trinity Biotech, Plc",Test kit,"Trinity Biotech, Plc",2720.0,85,False
Côte d'Ivoire,Direct Drop,Air,2008-05-30,2008-05-30,BIO-RAD LABORATORIES (FRANCE),Test kit,Bio-Rad Laboratories,25156.0,366,False
South Africa,Direct Drop,Truck,2008-04-24,2008-02-29,S. BUYS WHOLESALER,Tablet,GSK Aranda,16400.0,Weight Captured Separately,False
South Africa,Direct Drop,Truck,2008-04-24,2008-04-24,S. BUYS WHOLESALER,Tablet,GSK Cape Town Factory (South Africa),16350.0,Weight Captured Separately,False
South Africa,Direct Drop,Truck,2008-04-24,2008-04-24,S. BUYS WHOLESALER,Capsule,"BMS Meymac, France",978.0,Weight Captured Separately,False
South Africa,Direct Drop,Truck,2008-04-24,2008-04-24,S. BUYS WHOLESALER,Tablet - FDC,"Aspen-OSD, Port Elizabeth, SA",723.4,Weight Captured Separately,False
Vietnam,Direct Drop,Air,2008-07-14,2008-07-14,Aurobindo Pharma Limited,Tablet,"Aurobindo Unit III, India",12500.0,124,False
Vietnam,Direct Drop,Air,2008-06-01,2008-05-22,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Tablet,Mylan (formerly Matrix) Nashik,27538.56,122,False
Côte d'Ivoire,Direct Drop,Air,2008-05-09,2008-05-09,"Orgenics, Ltd",Test kit,Inverness Japan,17997.5,57,False
South Africa,Direct Drop,,2008-04-25,2008-04-07,S. BUYS WHOLESALER,Tablet,"BI, Ingelheim, Germany",2030.0,Weight Captured Separately,False
Botswana,Direct Drop,Air,2009-01-20,2009-01-20,"Orgenics, Ltd",Test kit - Ancillary,Inverness Japan,1.0,Weight Captured Separately,False
Vietnam,Direct Drop,Air,2008-09-19,2008-09-19,Aurobindo Pharma Limited,Tablet - FDC,"Aurobindo Unit III, India",27972.0,703,False
Vietnam,Direct Drop,Air,2008-11-16,2008-11-16,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Tablet,ABBVIE Ludwigshafen Germany,85488.0,251,False
Vietnam,Direct Drop,Air,2008-09-20,2008-09-20,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Tablet,Mylan (formerly Matrix) Nashik,24897.6,889,False
South Africa,Direct Drop,Truck,2008-08-20,2008-05-14,S. BUYS WHOLESALER,Tablet - blister,GSK Ware (UK),397.92,Weight Captured Separately,False
South Africa,Direct Drop,Truck,2008-08-20,2008-05-08,S. BUYS WHOLESALER,Chewable/dispersible tablet,"BMS Meymac, France",56.16,Weight Captured Separately,False
South Africa,Direct Drop,Truck,2008-08-20,2008-05-08,S. BUYS WHOLESALER,Tablet,Gilead(Nycomed) Oranienburg DE,738.3,Weight Captured Separately,False
South Africa,Direct Drop,Truck,2008-08-20,2008-05-08,S. BUYS WHOLESALER,Powder for oral solution,"BMS Meymac, France",78.48,Weight Captured Separately,False
Haiti,Direct Drop,Air,2008-08-22,2008-08-22,"Trinity Biotech, Plc",Test kit,"Trinity Biotech, Plc",16819.0,100,False
Haiti,Direct Drop,Air,2008-10-10,2008-10-10,"Trinity Biotech, Plc",Test kit,"Trinity Biotech, Plc",11676.0,54,False
Haiti,Direct Drop,Air,2009-01-14,2009-01-14,Orasure Technologies Inc.,Test kit,"Pacific Biotech, Thailand",9800.0,Weight Captured Separately,False
Rwanda,Direct Drop,Air,2008-07-22,2008-07-22,"Orgenics, Ltd",Test kit,Inverness Japan,302890.0,986,False
Zimbabwe,Direct Drop,Air,2009-01-22,2009-01-22,"Orgenics, Ltd",Test kit,Inverness Japan,100498.04,414,False
Vietnam,Direct Drop,Air,2008-09-03,2008-09-03,Aurobindo Pharma Limited,Tablet,"Aurobindo Unit III, India",38304.0,755,False
Vietnam,Direct Drop,Air,2008-09-19,2008-09-19,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Tablet,Mylan (formerly Matrix) Nashik,62294.4,301,False
Tanzania,Direct Drop,Air,2008-09-08,2008-09-08,GLAXOSMITHKLINE EXPORT LIMITED,Oral solution,GSK Mississauga (Canada),1990.56,65,False
South Africa,Direct Drop,Truck,2008-07-10,2008-07-08,S. BUYS WHOLESALER,Tablet - FDC,"Aspen-OSD, Port Elizabeth, SA",1171.5,Weight Captured Separately,False
Nigeria,Direct Drop,Air,2008-10-09,2008-10-09,IDA FOUNDATION,Tablet - FDC,"Micro Labs Ltd. (Brown & Burk), India",184.45,488,False
Nigeria,Direct Drop,Air,2008-11-07,2008-11-07,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Test kit,Chembio Diagnostics Sys. Inc.,229095.0,2441,False
Vietnam,Direct Drop,Air,2008-12-02,2008-12-02,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Tablet,ABBVIE Ludwigshafen Germany,493.2,9,False
Vietnam,Direct Drop,Air,2008-11-21,2008-11-21,Aurobindo Pharma Limited,Tablet,"Aurobindo Unit III, India",20680.0,331,False
Vietnam,Direct Drop,Air,2008-11-21,2008-11-21,BRISTOL-MYERS SQUIBB,Chewable/dispersible tablet,"BMS Meymac, France",1960.0,60,False
Ethiopia,Direct Drop,Air,2008-10-06,2008-10-03,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",Test kit,"KHB Test Kit Facility, Shanghai China",160954.0,5057,False
South Africa,Direct Drop,Truck,2008-08-25,2008-08-14,S. BUYS WHOLESALER,Capsule,"BMS Meymac, France",1736.0,Weight Captured Separately,False
South Africa,Direct Drop,Truck,2008-08-25,2008-08-14,S. BUYS WHOLESALER,Delayed-release capsules - blister,"BMS Meymac, France",1828.0,Weight Captured Separately,False
Côte d'Ivoire,Direct Drop,Air,2008-10-13,2008-10-13,"Orgenics, Ltd",Test kit,Inverness Japan,82180.0,275,False
Haiti,Direct Drop,Air,2008-12-16,2008-10-16,IDA FOUNDATION,Tablet,Meditab (for Cipla) Daman IN,197.1,3221,False
Côte d'Ivoire,Direct Drop,Air,2008-12-05,2008-12-05,"Orgenics, Ltd",Test kit,Inverness Japan,82180.0,268,False
Namibia,Direct Drop,Air,2008-10-29,2008-10-29,"Orgenics, Ltd",Test kit - Ancillary,Inverness Japan,1.5,See ASN-2717 (ID#:791),False
Vietnam,Direct Drop,Air,2009-02-27,2009-02-27,Aurobindo Pharma Limited,Tablet,"Aurobindo Unit III, India",16718.4,1068,False
Vietnam,Direct Drop,Air,2009-02-23,2009-02-23,Aurobindo Pharma Limited,Tablet,"Aurobindo Unit III, India",12180.0,See ASN-3313 (ID#:3456),False
Mozambique,Direct Drop,Air,2008-12-29,2008-12-29,"Trinity Biotech, Plc",Test kit,"Trinity Biotech, Plc",157312.0,1651,False
Ethiopia,Direct Drop,Air,2009-02-18,2009-02-18,"Trinity Biotech, Plc",Test kit,"Trinity Biotech, Plc",80000.0,844,False
Ethiopia,Direct Drop,Air,2009-01-30,2008-11-24,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Test kit,Chembio Diagnostics Sys. Inc.,242028.0,3231,False
Ethiopia,Direct Drop,Air,2009-01-26,2009-01-26,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",Test kit,"KHB Test Kit Facility, Shanghai China",80730.0,2535,False
South Africa,Direct Drop,Truck,2009-05-17,2008-10-09,S. BUYS WHOLESALER,Tablet,"Cipla, Goa, India",2355.6,Weight Captured Separately,False
Guyana,Direct Drop,Air,2009-03-06,2009-03-06,ZEPHYR BIOMEDICALS,Test kit,Not Applicable,4050.0,Weight Captured Separately,False
Côte d'Ivoire,Direct Drop,Air,2009-01-20,2009-01-20,IDA FOUNDATION,Tablet - blister,"Medopharm Malur Factory, INDIA",629.88,12,False
Namibia,Direct Drop,Air,2009-03-13,2009-03-13,"Trinity Biotech, Plc",Test kit,"Trinity Biotech, Plc",22400.0,236,False
Vietnam,Direct Drop,Air,2009-04-07,2009-04-07,Aurobindo Pharma Limited,Capsule,"Aurobindo Unit III, India",13885.2,See ASN-3561 (ID#:2297),False
Tanzania,Direct Drop,Air,2009-03-31,2009-03-31,"Orgenics, Ltd",Test kit,Inverness Japan,81504.0,337,False
Rwanda,Direct Drop,Air,2009-04-28,2009-03-11,Premier Medical Corporation Ltd.,Test kit,Premier Med. Corp Ltd. India,88020.0,1320,False
Haiti,Direct Drop,Air,2009-04-15,2009-04-15,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Tablet,ABBVIE Ludwigshafen Germany,411.0,9,False
Vietnam,Direct Drop,Air,2009-03-26,2009-03-26,BRISTOL-MYERS SQUIBB,Chewable/dispersible tablet,"BMS Meymac, France",3315.0,56,False
South Africa,Direct Drop,Air,2009-03-17,2008-11-28,S. BUYS WHOLESALER,Tablet,"Aurobindo Unit III, India",27450.0,Weight Captured Separately,False
South Africa,Direct Drop,Air,2009-03-31,2008-12-02,S. BUYS WHOLESALER,Powder for oral solution,"BMS Meymac, France",1504.8,Weight Captured Separately,False
South Africa,Direct Drop,Air,2009-03-31,2008-12-02,S. BUYS WHOLESALER,Oral solution,"Aurobindo Unit III, India",1000.0,Weight Captured Separately,False
South Africa,Direct Drop,Air,2009-04-14,2008-12-04,S. BUYS WHOLESALER,Capsule,"BMS Meymac, France",39193.2,Weight Captured Separately,False
South Africa,Direct Drop,Air,2009-06-16,2009-01-28,S. BUYS WHOLESALER,Capsule,"Aurobindo Unit III, India",50734.63,Weight Captured Separately,False
South Africa,Direct Drop,Air,2009-04-07,2008-12-03,S. BUYS WHOLESALER,Capsule,"BMS Meymac, France",4286.4,Weight Captured Separately,False
South Africa,Direct Drop,Air,2009-04-21,2008-12-05,S. BUYS WHOLESALER,Oral solution,"Aurobindo Unit III, India",83.72,See ASN-3635 (ID#:3745),False
South Africa,Direct Drop,Air,2009-03-31,2008-11-21,S. BUYS WHOLESALER,Powder for oral solution,"BMS Meymac, France",440.0,Weight Captured Separately,False
South Africa,Direct Drop,Air,2009-04-01,2008-11-26,S. BUYS WHOLESALER,Oral solution,GSK Mississauga (Canada),845.52,See ASN-3760 (ID#:5049),False
South Africa,Direct Drop,Air,2009-03-18,2009-03-18,S. BUYS WHOLESALER,Oral solution,GSK Mississauga (Canada),237.6,Weight Captured Separately,False
South Africa,Direct Drop,Air,2009-03-30,2009-01-21,S. BUYS WHOLESALER,Tablet,"MSD Midrand, J'burg, SA",26624.0,Weight Captured Separately,False
South Africa,Direct Drop,Air,2009-03-30,2009-01-21,S. BUYS WHOLESALER,Tablet,GSK Aranda,9856.0,Weight Captured Separately,False
South Africa,Direct Drop,Air,2009-06-25,2009-10-30,S. BUYS WHOLESALER,Oral solution,"Aurobindo Unit III, India",18667.6,Weight Captured Separately,True
South Africa,Direct Drop,Air,2009-06-25,2009-04-08,S. BUYS WHOLESALER,Oral solution,"Aurobindo Unit III, India",7248.0,Weight Captured Separately,False
South Africa,Direct Drop,Air,2009-06-25,2009-04-21,S. BUYS WHOLESALER,Capsule,"Aurobindo Unit III, India",8325.0,Weight Captured Separately,False
South Africa,Direct Drop,Air,2009-06-25,2009-04-15,S. BUYS WHOLESALER,Oral suspension,"Aurobindo Unit III, India",1407.0,Weight Captured Separately,False
South Africa,Direct Drop,Air,2009-06-25,2009-04-16,S. BUYS WHOLESALER,Tablet,"Aurobindo Unit III, India",82030.0,Weight Captured Separately,False
Côte d'Ivoire,Direct Drop,Air,2009-08-24,2009-08-24,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Oral solution,ABBVIE (Abbott) Logis. UK,2055.0,99,False
South Africa,Direct Drop,Truck,2009-04-21,2009-04-21,S. BUYS WHOLESALER,Tablet,"Aspen-OSD, Port Elizabeth, SA",13819.0,Weight Captured Separately,False
South Africa,Direct Drop,Truck,2009-05-15,2009-04-20,S. BUYS WHOLESALER,Tablet,"Cipla, Goa, India",25040.0,Weight Captured Separately,False
South Africa,Direct Drop,Truck,2009-05-15,2009-04-23,S. BUYS WHOLESALER,Tablet,"Aurobindo Unit III, India",14160.0,See ASN-4332 (ID#:1115),False
South Africa,Direct Drop,Truck,2009-05-15,2009-04-23,S. BUYS WHOLESALER,Oral solution,"Aurobindo Unit III, India",832.0,See ASN-4332 (ID#:1115),False
South Africa,Direct Drop,Truck,2009-05-15,2009-04-23,S. BUYS WHOLESALER,Oral suspension,"Aurobindo Unit III, India",750.4,See ASN-4332 (ID#:1115),False
South Africa,Direct Drop,Truck,2009-05-15,2009-07-17,S. BUYS WHOLESALER,Capsule,"BMS Meymac, France",94.8,Weight Captured Separately,True
Côte d'Ivoire,Direct Drop,Air,2009-07-14,2009-07-14,"Orgenics, Ltd",Test kit,Inverness Japan,56000.0,182,False
Zambia,Direct Drop,Air,2009-07-10,2009-07-10,"Trinity Biotech, Plc",Test kit,"Trinity Biotech, Plc",224000.0,2379,False
Nigeria,Direct Drop,Air,2009-10-27,2009-10-27,MISSIONPHARMA A/S,Tablet - FDC + blister,"Novartis Pharma Suffern, USA",70420.0,10,False
Vietnam,Direct Drop,Air,2009-07-10,2009-07-10,Aurobindo Pharma Limited,Capsule,"Aurobindo Unit III, India",8769.6,See ASN-4420 (ID#:1183),False
Botswana,Direct Drop,Air,2009-07-10,2009-07-10,"Orgenics, Ltd",Test kit,Inverness Japan,84000.0,274,False
Namibia,Direct Drop,Air,2009-05-15,2009-05-15,"Orgenics, Ltd",Test kit,Chembio Diagnostics Sys. Inc.,525.0,5,False
Vietnam,Direct Drop,Air,2009-06-22,2009-06-22,BRISTOL-MYERS SQUIBB,Chewable/dispersible tablet,"BMS Meymac, France",840.0,Weight Captured Separately,False
Vietnam,Direct Drop,Air,2009-07-28,2009-07-28,BRISTOL-MYERS SQUIBB,Chewable/dispersible tablet,"BMS Meymac, France",2240.0,See ASN-4488 (ID#:1213),False
South Africa,Direct Drop,Truck,2009-07-28,2009-08-05,S. BUYS WHOLESALER,Oral solution,ABBVIE (Abbott) Logis. UK,2099.0,Weight Captured Separately,True
South Africa,Direct Drop,Truck,2009-10-12,2009-08-03,S. BUYS WHOLESALER,Capsule,"Aurobindo Unit III, India",3540.6,Weight Captured Separately,False
Zambia,Direct Drop,Air,2006-08-28,2006-08-28,Abbott GmbH & Co. KG,Test kit,ABBVIE GmbH & Co.KG Wiesbaden,40000.0,171,False
Haiti,Direct Drop,Air,2006-09-15,2006-09-15,PLURIPHARM S.A.,Test kit,Not Applicable,3240.0,Weight Captured Separately,False
Vietnam,Direct Drop,Air,2006-09-01,2006-09-01,SUN PHARMACEUTICAL INDUSTRIES LTD (RANBAXY LABORATORIES LIMITED),Tablet,"Ranbaxy, Paonta Shahib, India",8299.2,87,False
Vietnam,Direct Drop,Air,2006-09-04,2006-09-04,CIPLA LIMITED,Tablet,"Cipla, Goa, India",323000.0,1520,False
Côte d'Ivoire,Direct Drop,Air,2006-10-27,2006-10-27,Abbott GmbH & Co. KG,Test kit,ABBVIE GmbH & Co.KG Wiesbaden,48000.0,205503,False
Uganda,Direct Drop,Air,2006-12-21,2006-12-21,Aurobindo Pharma Limited,Capsule,"Aurobindo Unit III, India",12380.55,See ASN-127 (ID#:3955),False
Uganda,Direct Drop,Air,2007-01-02,2007-01-02,STRIDES ARCOLAB LIMITED,Tablet,"Strides, Bangalore, India.",21586.6,355,False
Zambia,Direct Drop,Air,2006-12-05,2006-12-05,INTERNATIONAL HEALTHCARE DISTRIBUTORS,Oral solution,ABBVIE (Abbott) Logis. UK,2877.0,57,False
Zambia,Direct Drop,Air,2007-01-09,2007-01-09,"GILEAD SCIENCES IRELAND, INC.",Tablet - FDC,Gilead(Nycomed) Oranienburg DE,389838.75,1244,False
Vietnam,Direct Drop,Air,2007-03-16,2007-03-16,"GILEAD SCIENCES IRELAND, INC.",Tablet,Gilead(Nycomed) Oranienburg DE,32300.0,116,False
Vietnam,Direct Drop,Air,2007-03-14,2007-03-14,Aurobindo Pharma Limited,Oral solution,"Aurobindo Unit III, India",1450.0,See ASN-276 (ID#:2686),False
Vietnam,Direct Drop,Air,2007-03-14,2007-03-14,STRIDES ARCOLAB LIMITED,Tablet,"Strides, Bangalore, India.",282200.0,See ASN-273 (ID#:1283),False
Zambia,Direct Drop,Air,2007-03-08,2007-03-08,INTERNATIONAL HEALTHCARE DISTRIBUTORS,Oral solution,ABBVIE (Abbott) Logis. UK,2877.0,58,False
Rwanda,Direct Drop,Air,2007-01-25,2007-01-25,"Trinity Biotech, Plc",Test kit,"Trinity Biotech, Plc",10500.0,39,False
Mozambique,Direct Drop,Air,2007-09-06,2007-09-06,INTERNATIONAL HEALTHCARE DISTRIBUTORS,Delayed-release capsules - blister,"BMS Meymac, France",859.65,Weight Captured Separately,False
Côte d'Ivoire,Direct Drop,Air,2007-09-21,2007-09-21,BRISTOL-MYERS SQUIBB,Tablet,"BMS Meymac, France",145885.5,1232,False
Vietnam,Direct Drop,Air,2007-10-24,2007-10-24,SUN PHARMACEUTICAL INDUSTRIES LTD (RANBAXY LABORATORIES LIMITED),Tablet,"Ranbaxy, Paonta Shahib, India",894.0,6,False
Vietnam,Direct Drop,Air,2007-09-10,2007-09-10,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Tablet,ABBVIE Ludwigshafen Germany,82190.0,226,False
Guyana,Direct Drop,Air,2007-08-08,2007-08-08,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Test kit,Chembio Diagnostics Sys. Inc.,1350.0,13,False
Rwanda,Direct Drop,Air,2007-09-14,2007-09-14,BRISTOL-MYERS SQUIBB,Chewable/dispersible tablet,"BMS Meymac, France",1729.0,40,False
Vietnam,Direct Drop,Air,2007-12-19,2007-12-19,Aurobindo Pharma Limited,Chewable/dispersible tablet,"Aurobindo Unit III, India",9300.0,249,False
Guyana,Direct Drop,Air,2007-09-21,2007-10-08,"Orgenics, Ltd",Test kit,Inverness Japan,31819.58,100,True
Nigeria,Direct Drop,Air,2007-11-07,2007-11-07,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Test kit,Chembio Diagnostics Sys. Inc.,270000.0,3265,False
Nigeria,Direct Drop,,2007-09-07,2007-05-07,ACCOUN NIGERIA LIMITED,Test kit,ABBVIE GmbH & Co.KG Wiesbaden,40000.0,Weight Captured Separately,False
Guyana,Direct Drop,,2007-11-07,2007-11-07,ZEPHYR BIOMEDICALS,Test kit,Not Applicable,14625.0,145,False
Rwanda,Direct Drop,Air,2008-01-28,2008-01-28,ASPEN PHARMACARE,Tablet,"Aspen-OSD, Port Elizabeth, SA",0.84,See ASN-990 (ID#:1502),False
South Africa,Direct Drop,,2008-01-29,2008-01-29,"JSI R&T INSTITUTE, INC.",Capsule,"BMS Meymac, France",179.7,Weight Captured Separately,False
South Africa,Direct Drop,,2008-01-29,2008-01-29,"JSI R&T INSTITUTE, INC.",Tablet,"BI, Ingelheim, Germany",7272.0,Weight Captured Separately,False
Rwanda,Direct Drop,Air,2008-04-28,2008-04-22,CIPLA LIMITED,Tablet - FDC,"Cipla, Goa, India",242032.0,3656,False
Rwanda,Direct Drop,Air,2008-04-28,2008-04-28,CIPLA LIMITED,Tablet - FDC,"Cipla, Goa, India",116480.0,1766,False
Haiti,Direct Drop,Air,2008-01-22,2008-01-22,Orasure Technologies Inc.,Test kit,"Pacific Biotech, Thailand",8750.0,60,False
Haiti,Direct Drop,Air,2008-02-18,2008-02-18,"Trinity Biotech, Plc",Test kit,"Trinity Biotech, Plc",1112.0,6,False
Ethiopia,Direct Drop,Air,2008-03-04,2008-03-04,ASPEN PHARMACARE,Tablet,"Aspen-OSD, Port Elizabeth, SA",251940.0,1233,False
South Africa,Direct Drop,,2008-01-21,2008-01-04,"JSI R&T INSTITUTE, INC.",Oral solution,ABBVIE (Abbott) France,27.69,Weight Captured Separately,False
South Africa,Direct Drop,,2008-01-21,2008-01-04,"JSI R&T INSTITUTE, INC.",Oral solution,ABBVIE (Abbott) Logis. UK,1384.5,Weight Captured Separately,False
South Africa,Direct Drop,,2008-01-21,2008-01-04,"JSI R&T INSTITUTE, INC.",Tablet,GSK Cape Town Factory (South Africa),14525.0,Weight Captured Separately,False
Tanzania,Direct Drop,Air,2008-05-08,2008-05-08,GLAXOSMITHKLINE EXPORT LIMITED,Oral solution,GSK Mississauga (Canada),3300.0,Weight Captured Separately,False
Nigeria,Direct Drop,Air,2008-04-21,2008-02-29,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Test kit,Chembio Diagnostics Sys. Inc.,253260.0,3058,False
Nigeria,Direct Drop,Air,2008-04-21,2008-03-27,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Test kit,Chembio Diagnostics Sys. Inc.,220131.0,2707,False
Mozambique,Direct Drop,Air,2008-06-13,2008-05-27,"Orgenics, Ltd",Test kit,Inverness Japan,302358.0,965,False
Lesotho,Direct Drop,Air,2008-03-12,2008-03-12,Orasure Technologies Inc.,Test kit,"Pacific Biotech, Thailand",2450.0,Weight Captured Separately,False
Nigeria,Direct Drop,Air,2008-05-08,2008-05-08,"Orgenics, Ltd",Test kit,Inverness Japan,22797.15,64,False
Namibia,Direct Drop,Air,2008-04-02,2008-04-02,"Orgenics, Ltd",Test kit,Inverness USA,20325.0,260,False
Vietnam,Direct Drop,Truck,2008-05-12,2008-04-16,CENTRAL PHARMACEUTICAL COMPANY NO. 1,Tablet,Gilead(Nycomed) Oranienburg DE,40717.92,Weight Captured Separately,False
South Africa,Direct Drop,Truck,2008-04-24,2008-04-24,S. BUYS WHOLESALER,Oral solution,ABBVIE (Abbott) Logis. UK,394.0,Weight Captured Separately,False
South Africa,Direct Drop,Truck,2008-04-24,2008-04-24,S. BUYS WHOLESALER,Oral solution,GSK Mississauga (Canada),676.0,Weight Captured Separately,False
Vietnam,Direct Drop,Air,2008-07-17,2008-07-17,BRISTOL-MYERS SQUIBB,Chewable/dispersible tablet,"BMS Meymac, France",2800.0,82,False
Vietnam,Direct Drop,Air,2008-06-02,2008-06-02,Aurobindo Pharma Limited,Capsule,"Aurobindo Unit III, India",3458.7,48,False
South Africa,Direct Drop,,2008-04-25,2008-04-07,S. BUYS WHOLESALER,Chewable/dispersible tablet,"BMS Meymac, France",81.66,Weight Captured Separately,False
South Africa,Direct Drop,,2008-04-25,2008-04-08,S. BUYS WHOLESALER,Capsule,ABBVIE (Abbott) Logis. UK,14352.0,Weight Captured Separately,False
Botswana,Direct Drop,Air,2008-07-03,2008-07-03,"Trinity Biotech, Plc",Test kit,"Trinity Biotech, Plc",16000.0,500,False
Botswana,Direct Drop,Air,2008-07-03,2008-07-03,"Trinity Biotech, Plc",Test kit,"Trinity Biotech, Plc",16000.0,500,False
Vietnam,Direct Drop,Air,2008-09-20,2008-09-20,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Tablet,Mylan (formerly Matrix) Nashik,9179.52,See ASN-2335 (ID#:5796),False
Vietnam,Direct Drop,Air,2008-09-19,2008-09-19,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Tablet,Mylan (formerly Matrix) Nashik,4860.0,See ASN-2336 (ID#:530),False
Vietnam,Direct Drop,Air,2008-08-11,2008-08-11,STRIDES ARCOLAB LIMITED,Capsule,"Strides, Bangalore, India.",13448.75,432,False
South Africa,Direct Drop,Truck,2008-08-20,2008-05-08,S. BUYS WHOLESALER,Oral solution,ABBVIE (Abbott) Logis. UK,1479.6,Weight Captured Separately,False
South Africa,Direct Drop,Truck,2008-08-20,2008-08-14,S. BUYS WHOLESALER,Tablet - FDC,Gilead(Nycomed) Oranienburg DE,5737.5,Weight Captured Separately,False
South Africa,Direct Drop,Truck,2008-08-20,2008-05-08,S. BUYS WHOLESALER,Tablet,"Cipla, Goa, India",23790.0,Weight Captured Separately,False
South Africa,Direct Drop,Truck,2008-08-20,2008-05-14,S. BUYS WHOLESALER,Oral solution,GSK Mississauga (Canada),2942.2,Weight Captured Separately,False
